species,scientific_name,kingdom,phylum,class,order,family,genus,occurrence_count,image_count,municipalities,iucn_status
Myrcia paivae,Myrcia paivae O.Berg,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,161,0,,LC
Sloanea rufa,Sloanea rufa Planch. ex Benth.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Elaeocarpaceae,Sloanea,1,0,,LC
Eschweilera antioquensis,Eschweilera antioquensis Dugand & H.Daniel,Plantae,Tracheophyta,Magnoliopsida,Ericales,Lecythidaceae,Eschweilera,34,0,,LC
Palicourea andina,Palicourea andina C.M.Taylor,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,36,0,,LC
Cestrum schlechtendalii,Cestrum schlechtendalii G.Don,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Cestrum,41,0,,LC
Magnolia jardinensis,"Magnolia jardinensis M.Serna, C.Velásquez & Cogollo",Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,3,0,,CR
Hillia parasitica,Hillia parasitica Jacq.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hillia,1,0,,
Mauria ferruginea,Mauria ferruginea Tul.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Mauria,6,0,,LC
Couma macrocarpa,Couma macrocarpa Barb.Rodr.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Apocynaceae,Couma,3,0,,LC
Nectandra villosa,Nectandra villosa Nees & Mart. ex Nees,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,13,0,,LC
Picramnia gracilis,Picramnia gracilis Tul.,Plantae,Tracheophyta,Magnoliopsida,Picramniales,Picramniaceae,Picramnia,5,0,,LC
Cinchona antioquiae,Cinchona antioquiae L.Andersson,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cinchona,2,0,,LC
Myrsine pellucidopunctata,Myrsine pellucidopunctata Oerst.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Myrsine,152,0,,LC
Pouteria baehniana,Pouteria baehniana Monach.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Sapotaceae,Pouteria,4,0,,LC
Guatteria goudotiana,Guatteria goudotiana Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Annonaceae,Guatteria,8,0,,LC
Mollinedia tomentosa,Mollinedia tomentosa (Benth.) Tul.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Monimiaceae,Mollinedia,3,0,,LC
Capsicum lycianthoides,Capsicum lycianthoides Bitter,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Capsicum,3,0,,
Inga goldmanii,Inga goldmanii Pittier,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,3,0,,LC
Zanthoxylum campicola,Zanthoxylum campicola Reynel,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Rutaceae,Zanthoxylum,1,0,,
Ilex laurina,Ilex laurina Kunth,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,3,0,,LC
Cecropia multisecta,Cecropia multisecta P.Franco & C.C.Berg,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Cecropia,3,0,,EN
Matayba elegans,Matayba elegans Radlk.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Matayba,4,0,,LC
Cordia protracta,Cordia protracta I.M.Johnst.,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Cordia,4,0,,LC
Miconia grandiflora,Miconia grandiflora Cogn.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,0,,LC
Allophylus goudotii,Allophylus goudotii (Triana & Planch.) Radlk.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Sapindaceae,Allophylus,1,0,,NT
Inga gracilior,Inga gracilior Sprague,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Inga,10,0,,LC
Alchornea glandulosa,Alchornea glandulosa Poepp.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,13,0,,LC
Pseudolmedia rigida,Pseudolmedia rigida (Klotzsch & H.Karst.) Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Pseudolmedia,5,0,,LC
Psychotria micrantha,Psychotria micrantha Kunth,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Psychotria,5,0,,LC
Geissanthus occidentalis,Geissanthus occidentalis Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Primulaceae,Geissanthus,5,0,,LC
Aegiphila alba,Aegiphila alba Moldenke,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Lamiaceae,Aegiphila,7,0,Las Coles,LC
Piper archeri,Piper archeri Trel. & Yunck.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,25,0,,LC
Palicourea calophlebia,Palicourea calophlebia Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,2,0,,LC
Palicourea cogolloi,Palicourea cogolloi C.M.Taylor,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,1,0,,LC
Faramea oblongifolia,Faramea oblongifolia Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Faramea,3,0,,LC
Blakea parasitica,Blakea parasitica (Aubl.) D.Don,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Blakea,8,0,,LC
Piper pendentispicum,Piper pendentispicum Trel. & Yunck.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,11,0,,
Palicourea allenii,Palicourea allenii (Standl.) Borhidi,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,1,0,,LC
Siparuna gesnerioides,Siparuna gesnerioides (Kunth) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Siparunaceae,Siparuna,383,0,,LC
Ocotea macrophylla,Ocotea macrophylla Kunth,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,4,0,,LC
Guarea kunthiana,Guarea kunthiana A.Juss.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Meliaceae,Guarea,3,0,,LC
Mespilodaphne veraguensis,Mespilodaphne veraguensis (Meisn.) Rohwer,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Mespilodaphne,10,0,,LC
Elaeagia karstenii,Elaeagia karstenii Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Elaeagia,2,0,,LC
Ladenbergia macrocarpa,Ladenbergia macrocarpa (Vahl) Klotzsch,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Ladenbergia,5,0,,LC
Hedyosmum racemosum,Hedyosmum racemosum (Ruiz & Pav.) G.Don,Plantae,Tracheophyta,Magnoliopsida,Chloranthales,Chloranthaceae,Hedyosmum,40,0,El Pindo; Las Coles; Marulanda,LC
Meliosma occidentalis,Meliosma occidentalis Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,5,0,,LC
Palicourea acetosoides,Palicourea acetosoides Wernham,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,3,0,,LC
Ilex nervosa,Ilex nervosa Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Aquifoliales,Aquifoliaceae,Ilex,1,0,,LC
Saurauia brachybotrys,Saurauia brachybotrys Turcz.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Actinidiaceae,Saurauia,3,0,,LC
Aiouea dubia,Aiouea dubia (Kunth) Mez,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Aiouea,3,0,,LC
Turpinia occidentalis,Turpinia occidentalis (Sw.) G.Don,Plantae,Tracheophyta,Magnoliopsida,Crossosomatales,Staphyleaceae,Turpinia,118,0,,LC
Casearia zahlbruckneri,Casearia zahlbruckneri Szyszyl.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Salicaceae,Casearia,2,0,,
Eugenia florida,Eugenia florida DC.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Eugenia,29,0,,LC
Chrysochlamys myrcioides,Chrysochlamys myrcioides Planch. & Triana,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Chrysochlamys,3,0,,LC
Magnolia yarumalensis,Magnolia yarumalensis (Lozano) Govaerts,Plantae,Tracheophyta,Magnoliopsida,Magnoliales,Magnoliaceae,Magnolia,6,0,,EN
Elaeagia utilis,Elaeagia utilis (Goudot) Wedd.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Elaeagia,7,0,,LC
Weinmannia sorbifolia,Weinmannia sorbifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,1,0,,LC
Styrax pavonii,Styrax pavonii A.DC.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Styracaceae,Styrax,2,0,,LC
Monnina padifolia,Monnina cladostachya Turcz.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Monnina,1,0,,
Ocotea guianensis,Ocotea guianensis Aubl.,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,3,0,,LC
Alchornea verticillata,Alchornea verticillata P.Franco & Rentería ex J.Murillo,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Euphorbiaceae,Alchornea,8,0,,LC
Persea areolatocostae,Persea areolatocostae (Allen) van der Werff,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Persea,1,0,,LC
Hoffmannia asperula,Hoffmannia asperula Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hoffmannia,1,0,,
Sciodaphyllum quinduense,Sciodaphyllum quinduense (Kunth) DC.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Sciodaphyllum,1,0,,LC
Cestrum peruvianum,Cestrum peruvianum Willd. ex Roem. & Schult.,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Cestrum,1,0,,LC
Miconia lonchophylla,Miconia lonchophylla Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,2,0,,LC
Panopsis metcalfii,Panopsis metcalfii Killip & Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Proteaceae,Panopsis,4,0,,LC
Meliosma glossophylla,Meliosma glossophylla Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Proteales,Sabiaceae,Meliosma,1,0,,VU
Tournefortiopsis crispiflora,Tournefortiopsis crispiflora (Vahl) Borhidi,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Tournefortiopsis,3,0,,LC
Miconia latifolia,Miconia latifolia (D.Don) Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,2,0,,LC
Lippia hirsuta,Lippia hirsuta L.f.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lippia,3,0,,LC
Rhodostemonodaphne kunthiana,Rhodostemonodaphne kunthiana (Nees) Rohwer,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Rhodostemonodaphne,28,0,,LC
Crepidospermum rhoifolium,Crepidospermum rhoifolium (Benth.) Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Burseraceae,Crepidospermum,1,0,,LC
Viburnum toronis,Viburnum toronis Killip & A.C.Sm.,Plantae,Tracheophyta,Magnoliopsida,Dipsacales,Viburnaceae,Viburnum,4,0,Las Coles,LC
Ocotea benthamiana,Ocotea benthamiana Mez,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,1,0,,LC
Ternstroemia macrocarpa,Ternstroemia macrocarpa Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Pentaphylacaceae,Ternstroemia,1,0,,LC
Dendropanax arboreus,Dendropanax arboreus (L.) Decne. & Planch.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Dendropanax,19,0,,LC
Clethra fagifolia,Clethra fagifolia Kunth,Plantae,Tracheophyta,Magnoliopsida,Ericales,Clethraceae,Clethra,4,0,,LC
Cinchona pubescens,Cinchona pubescens Vahl,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Cinchona,22,0,,LC
Andea micans,Andea micans (Mez) van der Werff,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Andea,2,0,,LC
Ficus dulciaria,Ficus dulciaria Dugand,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,1,0,,LC
Weinmannia balbisana,Weinmannia balbisiana Kunth,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Cunoniaceae,Weinmannia,13,0,Marulanda,
Marcgravia brownei,Marcgravia brownei (Triana & Planch.) Krug & Urb.,Plantae,Tracheophyta,Magnoliopsida,Ericales,Marcgraviaceae,Marcgravia,1,0,,
Ficus hartwegii,Ficus hartwegii (Miq.) Miq.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,1,0,,LC
Baccharis pedunculata,Baccharis pedunculata (Mill.) Cabrera,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Baccharis,2,0,,
Amphilophium crucigerum,Amphilophium crucigerum (L.) L.G.Lohmann,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Bignoniaceae,Amphilophium,1,0,,
Chrysochlamys dependens,Chrysochlamys dependens Planch. & Triana,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Clusiaceae,Chrysochlamys,2,0,,LC
Smilax spinosa,Smilax spinosa Mill.,Plantae,Tracheophyta,Liliopsida,Liliales,Smilacaceae,Smilax,1,0,,
Megalastrum vastum,Megalastrum vastum (Kunze) A.R.Sm. & R.C.Moran,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dryopteridaceae,Megalastrum,3,0,,
Solanum aphyodendron,Solanum aphyodendron S.Knapp,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,1,0,,LC
Langsdorffia hypogaea,Langsdorffia hypogaea Mart.,Plantae,Tracheophyta,Magnoliopsida,Santalales,Balanophoraceae,Langsdorffia,1,0,,
Myrcia popayanensis,Myrcia popayanensis Hieron.,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Myrtaceae,Myrcia,1,0,,LC
Hedyosmum goudotianum,Hedyosmum goudotianum Solms,Plantae,Tracheophyta,Magnoliopsida,Chloranthales,Chloranthaceae,Hedyosmum,18,0,Valle Alto,LC
Mucura globulifera,Dennstaedtia globulifera (Poir.) Hieron.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Mucura,1,0,,
Renealmia ligulata,Renealmia ligulata Maas,Plantae,Tracheophyta,Liliopsida,Zingiberales,Zingiberaceae,Renealmia,1,0,,
Toxicodendron striatum,Toxicodendron striatum (Ruiz & Pav.) Kuntze,Plantae,Tracheophyta,Magnoliopsida,Sapindales,Anacardiaceae,Toxicodendron,13,0,,LC
Burmeistera fuscoapicata,Burmeistera fuscoapicata E.Wimm.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Burmeistera,2,0,,
Rubus urticifolius,Rubus urticifolius Poir.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Rosaceae,Rubus,1,0,,
Polygala paniculata,Polygala paniculata L.,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Polygala,2,0,,CR
Anthurium bogotense,Anthurium bogotense Schott,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,3,0,,LC
Phenax uliginosus,Phenax uliginosus Wedd.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Phenax,1,0,,
Chlorospatha luteynii,Chlorospatha luteynii Croat & L.P.Hannon,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Chlorospatha,2,0,,
Amauropelta rudis,Amauropelta rudis (Kunze) Pic.Serm.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Thelypteridaceae,Amauropelta,4,0,,
Iresine diffusa,Iresine spiculigera Seub.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Iresine,2,0,,
Kefersteinia graminea,Kefersteinia graminea (Lindl.) Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Kefersteinia,1,0,,
Diplazium lindbergii,Diplazium lindbergii (Mett.) Christ,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Athyriaceae,Diplazium,4,0,,
Polytaenium lineatum,Polytaenium lineatum (Sw.) J.Sm.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Polytaenium,1,0,,
Dendropanax macrophyllus,Dendropanax macrophyllus Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Apiales,Araliaceae,Dendropanax,2,0,,LC
Anthurium martae,Anthurium martae Croat & Castaño,Plantae,Tracheophyta,Liliopsida,Alismatales,Araceae,Anthurium,3,0,,
Pilea imparifolia,Pilea imparifolia Wedd.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Urticaceae,Pilea,1,0,,
Schoenus nigricans,Cyperus niger Salisb.,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Schoenus,1,0,,
Pteris muricatopedata,Pteris muricatopedata Arbeláez,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,1,0,,
Epidendrum microtum,Epidendrum microtum (Lindl.) Hágsater & L.Sánchez,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,1,0,,
Elaphandra quinquenervis,Elaphandra quinquenervis (S.F.Blake) H.Rob.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Elaphandra,2,0,,
Jaegeria hirta,Jaegeria hirta (Lag.) Less.,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Jaegeria,2,0,,
Solanum ovalifolium,Solanum ovalifolium Humb. & Bonpl. ex Dunal,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,1,0,,LC
Stelis aviceps,Stelis aviceps Lindl.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,1,0,,
Nectandra obtusata,Nectandra obtusata Rohwer,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Nectandra,3,0,,LC
Racinaea ropalocarpa,Racinaea ropalocarpa (André) M.A.Spencer & L.B.Sm.,Plantae,Tracheophyta,Liliopsida,Poales,Bromeliaceae,Racinaea,1,0,,
Pavonia pseudotyphalaea,Pavonia pseudotyphalaea Planch. & Linden ex Triana & Planch.,Plantae,Tracheophyta,Magnoliopsida,Malvales,Malvaceae,Pavonia,1,0,,
Senna macrophylla,Senna macrophylla (Kunth) H.S.Irwin & Barneby,Plantae,Tracheophyta,Magnoliopsida,Fabales,Fabaceae,Senna,21,0,,LC
Begonia foliosa,Begonia foliosa Kunth,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Begoniaceae,Begonia,2,0,,
Epidendrum megalospathum,Epidendrum megalospathum Rchb.f.,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Epidendrum,10,0,Marulanda,
Asplenium theciferum,Asplenium theciferum (Kunth) Mett.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,8,0,,
Asplenium hastatum,Asplenium hastatum Klotzsch ex Kunze,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,2,0,,
Piper grande,Piper grande Vahl,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,2,0,,LC
Palicourea ovalis,Palicourea ovalis Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Palicourea,2,0,,LC
Monnina parviflora,Monnina parviflora (Bonpl.) Kunth,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Monnina,1,0,,
Ficus tonduzii,Ficus tonduzii Standl.,Plantae,Tracheophyta,Magnoliopsida,Rosales,Moraceae,Ficus,1,0,,LC
Psammisia macrophylla,Psammisia macrophylla (Kunth) Klotzsch,Plantae,Tracheophyta,Magnoliopsida,Ericales,Ericaceae,Psammisia,1,0,,LC
Melothria pendula,Melothria pendula L.,Plantae,Tracheophyta,Magnoliopsida,Cucurbitales,Cucurbitaceae,Melothria,3,0,,
Centropogon grandis,Centropogon grandis (L.f.) C.Presl,Plantae,Tracheophyta,Magnoliopsida,Asterales,Campanulaceae,Centropogon,1,0,,
Persicaria punctata,Persicaria punctata (Elliott) Small,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Persicaria,2,0,,LC
Austroblechnum organense,Austroblechnum organense (Brade) Gasper & V.A.O.Dittrich,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Austroblechnum,2,0,,
Sticherus bifidus,Sticherus bifidus (Willd.) Ching,Plantae,Tracheophyta,Polypodiopsida,Gleicheniales,Gleicheniaceae,Sticherus,3,0,,
Stelis jurisdixii,Stelis jurisdixii (Luer & R.Escobar) Pridgeon & M.W.Chase,Plantae,Tracheophyta,Liliopsida,Asparagales,Orchidaceae,Stelis,1,0,,
Trema micranthum,Trema micranthum (L.) Blume,Plantae,Tracheophyta,Magnoliopsida,Rosales,Cannabaceae,Trema,9,0,,LC
Peperomia sympodialis,Peperomia sympodialis Trel. & Yunck.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,0,,
Muehlenbeckia tamnifolia,Muehlenbeckia tamnifolia (Kunth) Meisn.,Plantae,Tracheophyta,Magnoliopsida,Caryophyllales,Polygonaceae,Muehlenbeckia,1,0,,
Piper multiforme,Piper multiforme Trel. & Yunck.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Piper,1,0,,
Alsophila erinacea,Alsophila erinacea (H.Karst.) D.S.Conant,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Alsophila,2,0,,
Clibadium trianae,Clibadium trianae (Hieron.) S.F.Blake,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Clibadium,1,0,,
Duranta mutisii,Duranta mutisii L.f.,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Duranta,2,0,,LC
Gonzalagunia cornifolia,Gonzalagunia cornifolia (Kunth) Standl.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Gonzalagunia,4,0,La Atarraya,
Dennstaedtia dissecta,Dennstaedtia dissecta (Sw.) T.Moore,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Dennstaedtiaceae,Dennstaedtia,3,0,,
Palhinhaea cernua,Palhinhaea cernua (L.) Vasc. & Franco,Plantae,Tracheophyta,Lycopodiopsida,Lycopodiales,Lycopodiaceae,Palhinhaea,11,0,,
Monnina fastigiata,Monnina arborescens Ferreyra,Plantae,Tracheophyta,Magnoliopsida,Fabales,Polygalaceae,Monnina,6,0,San Félix,
Peperomia peltoidea,Peperomia peltoidea Kunth,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,0,,
Mikania micrantha,Mikania micrantha Kunth,Plantae,Tracheophyta,Magnoliopsida,Asterales,Asteraceae,Mikania,1,0,,
Peperomia porriginifera,Peperomia porriginifera Trel. & Yunck.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,0,,
Parablechnum cordatum,Parablechnum cordatum (Desv.) Gasper & Salino,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Blechnaceae,Parablechnum,11,0,,
Peperomia trianae,Peperomia trianae C.DC.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,0,,
Cyathea lindeniana,Cyathea lindeniana C.Presl,Plantae,Tracheophyta,Polypodiopsida,Cyatheales,Cyatheaceae,Cyathea,6,0,,
Peperomia san-joseana,Peperomia san-joseana C.DC.,Plantae,Tracheophyta,Magnoliopsida,Piperales,Piperaceae,Peperomia,1,0,,
Asplenium auritum,Asplenium auritum Sw.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Aspleniaceae,Asplenium,2,0,,
Miconia smaragdina,Miconia smaragdina Naudin,Plantae,Tracheophyta,Magnoliopsida,Myrtales,Melastomataceae,Miconia,1,0,,LC
Nephrolepis pendula,Nephrolepis pendula (Raddi) J.Sm.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Nephrolepidaceae,Nephrolepis,2,0,,
Ocotea valerioana,Ocotea valeriana (Standl.) W.C.Burger,Plantae,Tracheophyta,Magnoliopsida,Laurales,Lauraceae,Ocotea,2,0,,
Hypericum silenoides,Hypericum silenoides Juss.,Plantae,Tracheophyta,Magnoliopsida,Malpighiales,Hypericaceae,Hypericum,1,0,,
Cestrum ochraceum,Cestrum ochraceum Francey,Plantae,Tracheophyta,Magnoliopsida,Solanales,Solanaceae,Cestrum,2,0,,LC
Reldia minutiflora,Reldia minutiflora (L.E.Skog) L.P.Kvist & L.E.Skog,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Gesneriaceae,Reldia,1,0,,
Lantana lopez-palacii,Lantana lopez-palacii Moldenke,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Verbenaceae,Lantana,1,0,,
Dianthera candelariae,Justicia chlorostachya Leonard,Plantae,Tracheophyta,Magnoliopsida,Lamiales,Acanthaceae,Dianthera,1,0,,
Asplundia longitepala,Asplundia longitepala Harling,Plantae,Tracheophyta,Liliopsida,Pandanales,Cyclanthaceae,Asplundia,1,0,,
Vasconcellea microcarpa,Vasconcellea microcarpa (Jacq.) A.DC.,Plantae,Tracheophyta,Magnoliopsida,Brassicales,Caricaceae,Vasconcellea,2,0,,LC
Melpomene peruviana,Melpomene peruviana (Desv.) A.R.Sm. & R.C.Moran,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Melpomene,1,0,,
Spermacoce remota,Spermacoce remota Lam.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Spermacoce,1,0,,LC
Hoffmannia longipetiolata,Hoffmannia longipetiolata Pol.,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Hoffmannia,1,0,,
Varronia spinescens,Varronia spinescens (L.) Borhidi,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Cordiaceae,Varronia,1,0,,LC
Notopleura macrophylla,Notopleura macrophylla (Ruiz & Pav.) C.M.Taylor,Plantae,Tracheophyta,Magnoliopsida,Gentianales,Rubiaceae,Notopleura,1,0,,
Heliotropium scabridum,Tournefortia scabrida Kunth,Plantae,Tracheophyta,Magnoliopsida,Boraginales,Heliotropiaceae,Heliotropium,1,0,,
Brunellia sibundoya,Brunellia sibundoya Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,Oxalidales,Brunelliaceae,Brunellia,4,0,,LC
Serpocaulon adnatum,Serpocaulon adnatum (Kunze ex Klotzsch) A.R.Sm.,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Polypodiaceae,Serpocaulon,2,0,,
Pteris longipetiolulata,Pteris longipetiolulata Lellinger,Plantae,Tracheophyta,Polypodiopsida,Polypodiales,Pteridaceae,Pteris,1,0,,
Rhynchospora aristata,Rhynchospora aristata Boeckeler,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Rhynchospora,1,0,,
